epoch,accuracy,dice_coef,loss,lr,val_accuracy,val_dice_coef,val_loss
0,0.39377746,0.615288,6.8521687388420105,0.01,0.02634531632065773,0.35093772411346436,16.08172543843587
1,0.8072136,0.74441063,6.103620111942291,0.01,0.8130716681480408,0.8753871917724609,3.1867454051971436
2,0.79645216,0.7276521,5.923112392425537,0.01,0.8130991458892822,0.8753966093063354,3.2007827758789062
3,0.7528698,0.75770056,5.587371349334717,0.01,0.7866684198379517,0.861194372177124,3.177240530649821
4,0.7371496,0.7840994,5.280859887599945,0.01,0.8000701665878296,0.8674769997596741,3.267296314239502
5,0.7278616,0.7970161,5.121372044086456,0.01,0.7517226934432983,0.8387290239334106,3.4943386713663735
6,0.7325735,0.80342925,5.035535573959351,0.01,0.8022318482398987,0.8688085079193115,2.8711764017740884
7,0.7360729,0.80857456,4.907724916934967,0.01,0.7038329839706421,0.8335127234458923,2.6972336769104004
8,0.72356606,0.8158042,4.785139858722687,0.01,0.677440881729126,0.8170300722122192,2.748523394266764
9,0.71678925,0.81575644,4.726825654506683,0.01,0.689301073551178,0.8302941918373108,2.5127886136372886
10,0.74086225,0.8252214,4.638249456882477,0.01,0.6199716925621033,0.7905190587043762,2.671147028605143
11,0.7171993,0.8208253,4.601215124130249,0.01,0.552197277545929,0.7577768564224243,2.202282428741455
12,0.7253254,0.82864475,4.598359942436218,0.01,0.6131561398506165,0.7872514128684998,2.5269344647725425
13,0.7001337,0.81832904,4.5815845131874084,0.01,0.6322189569473267,0.8011281490325928,1.9163154363632202
14,0.72772443,0.8291205,4.483817160129547,0.01,0.7838221192359924,0.8569090962409973,1.9401651620864868
15,0.7358408,0.83550674,4.394923150539398,0.01,0.6872665286064148,0.8351742029190063,1.2847639719645183
16,0.7244444,0.8376236,4.332481026649475,0.01,0.5674067139625549,0.7678858637809753,1.7842150529225667
17,0.7422644,0.8450537,4.21737140417099,0.01,0.5931594967842102,0.7872840166091919,1.6614415645599365
18,0.6989706,0.83160716,4.523509979248047,0.01,0.6311126947402954,0.8056365251541138,1.6322211424509685
19,0.6961195,0.803508,4.698904573917389,0.01,0.8115991950035095,0.875708818435669,2.315970261891683
20,0.6946667,0.8174782,4.4869038462638855,0.01,0.8130081295967102,0.8793086409568787,1.8901215394337971
21,0.7380711,0.83336,4.297847032546997,0.01,0.7768112421035767,0.8487493991851807,1.6353586514790852
22,0.7315928,0.8385763,4.135882526636124,0.005,0.7703796625137329,0.8567504286766052,1.2745611667633057
23,0.7633028,0.85238904,3.9911693930625916,0.005,0.7676706910133362,0.8647200465202332,1.1304932435353596
24,0.7426235,0.8526888,3.9224306643009186,0.005,0.6134241819381714,0.8083831667900085,1.4431381622950237
25,0.7502619,0.8576333,3.8611811697483063,0.005,0.5575296878814697,0.7708107233047485,1.8110751708348591
26,0.7436968,0.8563733,3.798610031604767,0.005,0.5262680053710938,0.7597455382347107,1.8083422978719075
27,0.75003433,0.8582791,3.831841379404068,0.005,0.5310195684432983,0.7670269012451172,1.622350851694743
28,0.75067294,0.8587688,3.7567132115364075,0.005,0.46758219599723816,0.7316657900810242,1.8600092728932698
29,0.7727081,0.8698468,3.61812362074852,0.005,0.46746063232421875,0.7299094796180725,1.9064689477284749
30,0.75553894,0.86741984,3.484438568353653,0.0025,0.3713694214820862,0.6761214137077332,2.3506749471028647
31,0.78323936,0.87723655,3.415214955806732,0.0025,0.30434826016426086,0.6436607241630554,2.5638120969136557
32,0.7911736,0.8814847,3.3178542852401733,0.0025,0.3444559872150421,0.6637277603149414,2.4055212338765464
33,0.7849293,0.88080436,3.262708455324173,0.0025,0.3391825258731842,0.6585837006568909,2.4709153175354004
34,0.77735174,0.87973386,3.272914409637451,0.0025,0.3976750671863556,0.6900354027748108,2.221126079559326
35,0.79296416,0.88504565,3.2367092669010162,0.0025,0.393991082906723,0.683716356754303,2.3168252309163413
36,0.79789793,0.88787335,3.0929196774959564,0.00125,0.391091912984848,0.6843754649162292,2.3613320191701255
37,0.80411375,0.8916928,3.056586503982544,0.00125,0.38397470116615295,0.6798269748687744,2.3580215771993003
38,0.7958962,0.8907156,3.029752403497696,0.00125,0.41446736454963684,0.6951271891593933,2.2767106691996255
39,0.80260926,0.89217585,3.017366051673889,0.00125,0.39626872539520264,0.6882006525993347,2.2789979775746665
40,0.8054743,0.89445764,2.9564982056617737,0.00125,0.5092865228652954,0.7550239562988281,1.842020034790039
41,0.8091959,0.89591074,2.9394330084323883,0.00125,0.4642791748046875,0.7214080691337585,2.0857908725738525
42,0.81118757,0.89733267,2.9122689962387085,0.000625,0.4987233579158783,0.7473106384277344,1.868634859720866
43,0.8123905,0.8976513,2.8807008266448975,0.000625,0.48515623807907104,0.7332521080970764,2.0161362091700235
44,0.8127543,0.8983172,2.850733697414398,0.000625,0.5357081294059753,0.7641657590866089,1.7961626052856445
45,0.8175373,0.9006217,2.8240030109882355,0.000625,0.5233291387557983,0.7570842504501343,1.839779019355774
46,0.81607664,0.9005848,2.8121787905693054,0.000625,0.5832677483558655,0.7912760972976685,1.6139239867528279
47,0.8161293,0.9011812,2.801961302757263,0.000625,0.5842056274414062,0.792892575263977,1.6129130125045776
48,0.82043076,0.90198916,2.758397549390793,0.0003125,0.6355611085891724,0.8161695599555969,1.476257602373759
49,0.8204767,0.90287477,2.748568445444107,0.0003125,0.6382837891578674,0.8157221078872681,1.4735401074091594
50,0.82368356,0.9040548,2.7357767820358276,0.0003125,0.6733306646347046,0.8301176428794861,1.3810103336970012
51,0.8223236,0.9034642,2.7361308932304382,0.0003125,0.6721649169921875,0.8306512832641602,1.3688608805338542
52,0.8248766,0.9046672,2.718794882297516,0.0003125,0.7147130370140076,0.8468790650367737,1.2936112483342488
53,0.826182,0.9053931,2.7155279219150543,0.0003125,0.7273651361465454,0.8503992557525635,1.2789812882741292
54,0.82606447,0.9053259,2.69542333483696,0.00015625,0.7503077387809753,0.8610169291496277,1.1964614391326904
55,0.82700044,0.9057147,2.6933902502059937,0.00015625,0.7603709101676941,0.8654623031616211,1.1747833093007405
56,0.8270424,0.9056262,2.6818590462207794,0.00015625,0.7625585198402405,0.8671297430992126,1.1483506361643474
57,0.8272432,0.9058235,2.67882964015007,0.00015625,0.7698410153388977,0.8711642622947693,1.1134109497070312
58,0.82955474,0.90740615,2.6696601510047913,0.00015625,0.7767247557640076,0.8753828406333923,1.081446369489034
59,0.8269056,0.9055794,2.677134871482849,0.00015625,0.7849177122116089,0.8803707957267761,1.0533044934272766
60,0.8278984,0.90646726,2.669834464788437,0.00015625,0.7804244756698608,0.8781777024269104,1.0498202641805012
61,0.8289463,0.90681255,2.6599187552928925,0.00015625,0.7879908084869385,0.8823032975196838,1.0209438800811768
62,0.8300737,0.90743273,2.6548485457897186,0.00015625,0.7934367060661316,0.8855267763137817,0.9982251326243082
63,0.82883626,0.9070142,2.6536624431610107,0.00015625,0.7959457635879517,0.8872112035751343,0.9762948354085287
64,0.8281773,0.9065725,2.6476581692695618,0.00015625,0.7989456057548523,0.8889999389648438,0.9613435665766398
65,0.8306757,0.9078938,2.640654742717743,0.00015625,0.8020736575126648,0.8908184170722961,0.9463534752527872
66,0.83047926,0.908088,2.645471066236496,0.00015625,0.8035456538200378,0.8919157385826111,0.9252491990725199
67,0.83068144,0.9080251,2.641234338283539,0.00015625,0.8045572638511658,0.8925665020942688,0.9249796072642008
68,0.8277094,0.906561,2.6459773778915405,0.00015625,0.8065440058708191,0.8940660953521729,0.8982679843902588
69,0.8322037,0.9091815,2.6293768286705017,0.00015625,0.8125508427619934,0.8972526788711548,0.8869146704673767
70,0.82777387,0.90679234,2.6359013617038727,0.00015625,0.8089121580123901,0.89585280418396,0.8757750590642294
71,0.8320095,0.90925074,2.6275471448898315,0.00015625,0.8088434934616089,0.8950780034065247,0.8844437797864279
72,0.8296652,0.9078388,2.620929479598999,0.00015625,0.8143997192382812,0.8993030190467834,0.8493378758430481
73,0.8310663,0.908641,2.6105893552303314,0.00015625,0.8153625726699829,0.8993872404098511,0.8478450377782186
74,0.83285713,0.9095231,2.604870617389679,0.00015625,0.8155196905136108,0.8998722434043884,0.8349963227907816
75,0.8310505,0.9085625,2.6079154312610626,0.00015625,0.8165670037269592,0.9006111025810242,0.8292066057523092
76,0.83392775,0.90996706,2.602635771036148,0.00015625,0.8176849484443665,0.9011962413787842,0.8193352619806925
77,0.8312319,0.9086138,2.6069101095199585,0.00015625,0.8187225461006165,0.902044415473938,0.8134082357088724
78,0.8341225,0.9100622,2.5964671671390533,0.00015625,0.821075439453125,0.9027191400527954,0.8104475736618042
79,0.83347034,0.909804,2.5981570184230804,0.00015625,0.821349561214447,0.9044287800788879,0.7748170296351115
80,0.8332178,0.9096826,2.5898849070072174,0.00015625,0.8180023431777954,0.9013841152191162,0.8086506326993307
81,0.8332329,0.9096451,2.584569901227951,0.00015625,0.8226770758628845,0.9051740169525146,0.7679192225138346
82,0.8340828,0.91046506,2.5934530198574066,0.00015625,0.8206018805503845,0.9041110277175903,0.7637044986089071
83,0.83367175,0.9101141,2.5783116817474365,0.00015625,0.819977343082428,0.903590202331543,0.7705271442731222
84,0.8324362,0.9094057,2.5841064453125,0.00015625,0.8230270147323608,0.9052556157112122,0.7595142722129822
85,0.8339071,0.91064596,2.571319669485092,0.00015625,0.8208720088005066,0.904565691947937,0.7517246802647909
86,0.8355673,0.911291,2.5696771144866943,0.00015625,0.8242284059524536,0.9062464833259583,0.744503398736318
87,0.83161336,0.9094353,2.566621959209442,0.00015625,0.8228302001953125,0.9053623080253601,0.7549837430318197
88,0.8361702,0.9115589,2.553400695323944,0.00015625,0.8240091800689697,0.9066238403320312,0.7338641881942749
89,0.8354961,0.9112185,2.560979813337326,0.00015625,0.8237665891647339,0.9063103795051575,0.7371976176897684
90,0.8370226,0.9117153,2.549507886171341,0.00015625,0.8275288939476013,0.9088011384010315,0.715069035689036
91,0.8355835,0.91127264,2.5527360439300537,0.00015625,0.8224070072174072,0.9057556390762329,0.7362844149271647
92,0.8372698,0.912113,2.539297968149185,0.00015625,0.8272374272346497,0.9082251191139221,0.7244191765785217
93,0.8385254,0.9124366,2.5392523407936096,0.00015625,0.8237431645393372,0.9066715240478516,0.7291188637415568
94,0.8366774,0.9120531,2.533794552087784,0.00015625,0.8249430060386658,0.9077205657958984,0.7098283171653748
95,0.8386828,0.9129039,2.5329558551311493,0.00015625,0.825054943561554,0.9074710011482239,0.7173007925351461
96,0.8370026,0.91194475,2.5337339639663696,0.00015625,0.8233474493026733,0.906761884689331,0.7206642429033915
97,0.8365189,0.91192305,2.53323757648468,0.00015625,0.8283523321151733,0.9093185663223267,0.7084261377652487
98,0.8371235,0.91209555,2.528331845998764,0.00015625,0.8205479979515076,0.9054695963859558,0.717525064945221
99,0.8369659,0.9123653,2.5217320919036865,0.00015625,0.8244491815567017,0.9076458215713501,0.7127716938654581
100,0.8376341,0.912681,2.519891232252121,0.00015625,0.8260528445243835,0.9081211090087891,0.7125013073285421
101,0.83877546,0.9131548,2.5115581154823303,0.00015625,0.8216634392738342,0.905893087387085,0.7212873101234436
102,0.8388058,0.9131349,2.507339686155319,0.00015625,0.8256490230560303,0.9082316160202026,0.7072442173957825
103,0.8401617,0.91403854,2.500894993543625,0.00015625,0.823485791683197,0.907241940498352,0.7065621813138326
104,0.8386606,0.9131733,2.5038942992687225,0.00015625,0.8265406489372253,0.9086522459983826,0.7055955529212952
105,0.83993036,0.9136958,2.4973542988300323,0.00015625,0.8258295655250549,0.9081990718841553,0.703925351301829
106,0.840978,0.9143815,2.4885485470294952,0.00015625,0.8297749757766724,0.9104118347167969,0.6940342982610067
107,0.84132177,0.9144719,2.4898060262203217,0.00015625,0.827484130859375,0.9092522859573364,0.6983441114425659
108,0.83953476,0.9138063,2.49583038687706,0.00015625,0.825573742389679,0.9082102179527283,0.7010179162025452
109,0.838752,0.91347104,2.497395932674408,0.00015625,0.8216105103492737,0.9064899682998657,0.7179446617762247
110,0.84074306,0.914399,2.481932371854782,0.00015625,0.8264856934547424,0.9087708592414856,0.699012557665507
111,0.84008044,0.91404855,2.4845195412635803,0.00015625,0.8256296515464783,0.9082791805267334,0.7028442025184631
112,0.84193915,0.9151069,2.4767346382141113,0.00015625,0.8292983770370483,0.9101657867431641,0.6890300512313843
113,0.8393072,0.9136863,2.4818827509880066,0.00015625,0.8255406618118286,0.9084352850914001,0.7021415829658508
114,0.840765,0.91432077,2.4766726791858673,0.00015625,0.8271799683570862,0.9089335203170776,0.6908316214879354
115,0.8430811,0.9156424,2.4669395089149475,0.00015625,0.8201711177825928,0.9053393006324768,0.7086970806121826
116,0.8395897,0.9140309,2.4710420668125153,0.00015625,0.8287363648414612,0.9099162817001343,0.6905097166697184
117,0.8406111,0.9144865,2.463469445705414,0.00015625,0.8299540281295776,0.9106215238571167,0.6833485762278239
118,0.8435329,0.91572535,2.453199028968811,0.00015625,0.8253870606422424,0.9081193208694458,0.6951717734336853
119,0.84374255,0.9160368,2.4500404000282288,0.00015625,0.8272110223770142,0.909065306186676,0.6904488801956177
120,0.8416773,0.9149437,2.458237946033478,0.00015625,0.8313339352607727,0.911530077457428,0.6823635300000509
121,0.8412722,0.91532534,2.4481814205646515,0.00015625,0.8285161256790161,0.9095038771629333,0.6874333222707113
122,0.84356534,0.9162507,2.456064283847809,0.00015625,0.8254572749137878,0.908221960067749,0.7009285489718119
123,0.84222144,0.9154007,2.4441955387592316,0.00015625,0.8305577635765076,0.9108788967132568,0.6826114058494568
124,0.8431795,0.91584074,2.4417701065540314,0.00015625,0.8257100582122803,0.9085684418678284,0.6947377721468607
125,0.8437368,0.9162259,2.4318745136260986,0.00015625,0.8308756351470947,0.9110907316207886,0.6808329224586487
126,0.8437885,0.916283,2.4354754984378815,0.00015625,0.8278132081031799,0.9091787934303284,0.6902412374814352
127,0.8435646,0.9163346,2.441470354795456,0.00015625,0.8271377682685852,0.9092826247215271,0.6863561272621155
128,0.8439497,0.9165926,2.4233241081237793,0.00015625,0.8283325433731079,0.9094856381416321,0.689773440361023
129,0.84419537,0.9161991,2.431716799736023,0.00015625,0.8309193849563599,0.9110578894615173,0.681273897488912
130,0.8447134,0.9171131,2.419777810573578,0.00015625,0.8214502930641174,0.9067395329475403,0.7010203997294108
131,0.8446932,0.91688204,2.4114897549152374,0.00015625,0.8342259526252747,0.9131146669387817,0.6689600348472595
132,0.84539986,0.91712224,2.4177842140197754,0.00015625,0.8249801397323608,0.9076468348503113,0.6980470021565756
133,0.84645003,0.91778374,2.4103789031505585,0.00015625,0.8250406980514526,0.9083425998687744,0.692452589670817
134,0.8445414,0.91678476,2.4119561910629272,0.00015625,0.8307139277458191,0.9109230041503906,0.6801953315734863
135,0.8452999,0.917379,2.3996273279190063,0.00015625,0.8311925530433655,0.9112187623977661,0.6803819934527079
136,0.8457815,0.9179009,2.406176507472992,0.00015625,0.8225453495979309,0.9070634841918945,0.6993700265884399
137,0.8448017,0.91730624,2.4088228940963745,0.00015625,0.8287175297737122,0.9098261594772339,0.6877931157747904
138,0.84556943,0.91731244,2.389890104532242,7.8125e-05,0.833435595035553,0.9124661684036255,0.6706608931223551
139,0.84818727,0.9188796,2.3851344883441925,7.8125e-05,0.8271865844726562,0.9091771841049194,0.6888737877209982
140,0.84612465,0.91765946,2.381432920694351,7.8125e-05,0.8290018439292908,0.9100855588912964,0.6858760515848795
141,0.8474407,0.9185055,2.3752889931201935,7.8125e-05,0.8279017210006714,0.9096122980117798,0.6863951881726583
142,0.84780407,0.91862726,2.374763637781143,7.8125e-05,0.8347696661949158,0.9133556485176086,0.6662836670875549
143,0.8472258,0.9184183,2.3749153316020966,7.8125e-05,0.8301961421966553,0.9106230139732361,0.6814353267351786
144,0.8486927,0.91902083,2.3724592328071594,7.8125e-05,0.8309484124183655,0.9109622836112976,0.6777826150258383
145,0.8478813,0.91865844,2.3758858740329742,7.8125e-05,0.8334203362464905,0.9124244451522827,0.6709044575691223
146,0.84876406,0.9191307,2.3750293254852295,7.8125e-05,0.8275822997093201,0.9091828465461731,0.6868240833282471
147,0.8471357,0.9182911,2.377141237258911,7.8125e-05,0.8303868770599365,0.9107135534286499,0.6798337896664938
148,0.84785366,0.9188682,2.3716454803943634,7.8125e-05,0.8315094113349915,0.9112290143966675,0.6753132343292236
149,0.8496124,0.9195086,2.362799197435379,3.90625e-05,0.832165002822876,0.9116230010986328,0.6738374829292297
150,0.8485594,0.9190289,2.3610869646072388,3.90625e-05,0.8325734734535217,0.9119054079055786,0.6719693541526794
151,0.84872437,0.9192157,2.368749290704727,3.90625e-05,0.8312307000160217,0.9111356139183044,0.6765665213267008
152,0.8481867,0.9188288,2.360006183385849,3.90625e-05,0.8304692506790161,0.9106098413467407,0.6779845754305521
153,0.8496332,0.9196664,2.3569367825984955,3.90625e-05,0.8319020867347717,0.9114285707473755,0.6733894149462382
154,0.8488865,0.91926396,2.355503499507904,3.90625e-05,0.8320820927619934,0.9115323424339294,0.6719712217648824
155,0.8487236,0.9191462,2.359950602054596,1.953125e-05,0.8328120112419128,0.9119225740432739,0.6702213088671366
156,0.8494593,0.9196194,2.3557309210300446,1.953125e-05,0.8317006230354309,0.9112946391105652,0.6735208829243978
157,0.84904975,0.9192904,2.3546500205993652,1.953125e-05,0.831439197063446,0.91114741563797,0.6735592087109884
158,0.84881055,0.91919565,2.3628916442394257,1.953125e-05,0.8316782712936401,0.9113460183143616,0.6728553771972656
159,0.8490303,0.91936,2.371123969554901,1.953125e-05,0.8316589593887329,0.9113551378250122,0.6726084152857462
160,0.84895265,0.9192699,2.354571908712387,1.953125e-05,0.8310796022415161,0.9109174013137817,0.67462557554245
161,0.84930134,0.91951454,2.3515267372131348,9.765625e-06,0.8311360478401184,0.911005437374115,0.6745030085245768
162,0.8494959,0.91953355,2.353745937347412,9.765625e-06,0.8304407596588135,0.9105565547943115,0.6765405933062235
163,0.8489563,0.91918534,2.364063650369644,9.765625e-06,0.8306320309638977,0.9106913805007935,0.6757632692654928
164,0.84872454,0.9191629,2.3558726012706757,9.765625e-06,0.8298568725585938,0.9102380871772766,0.6778096954027811
165,0.84906447,0.9193557,2.3484440445899963,9.765625e-06,0.8303939700126648,0.9105364084243774,0.6761714617411295
166,0.8495178,0.91958445,2.351051390171051,9.765625e-06,0.8306961059570312,0.9107218384742737,0.6753952900568644
167,0.84966105,0.91970843,2.3502988815307617,4.8828124e-06,0.8304458856582642,0.9105784893035889,0.6761716405550638
168,0.849453,0.9195448,2.3540410697460175,4.8828124e-06,0.8300913572311401,0.9104057550430298,0.6769873897234598
169,0.84925616,0.91943705,2.354051023721695,4.8828124e-06,0.8298701047897339,0.9102612137794495,0.6777360041936239
170,0.8495232,0.91956127,2.348073184490204,4.8828124e-06,0.8297179937362671,0.9101971983909607,0.6780781944592794
171,0.84976786,0.91969854,2.347366511821747,4.8828124e-06,0.8298054933547974,0.9102438688278198,0.6778343717257181
172,0.8495205,0.91959256,2.3509461879730225,4.8828124e-06,0.829528272151947,0.9100529551506042,0.678839365641276
173,0.84959525,0.9196461,2.34457865357399,2.4414062e-06,0.8294901251792908,0.9100565314292908,0.6788423260052999
174,0.84953994,0.91954535,2.353473871946335,2.4414062e-06,0.8294769525527954,0.9100648760795593,0.6788173913955688
175,0.8495655,0.9195839,2.353856533765793,2.4414062e-06,0.829357385635376,0.9099889397621155,0.679233451684316
176,0.84928036,0.9195069,2.3525944352149963,2.4414062e-06,0.8291987180709839,0.9099189639091492,0.6795934438705444
177,0.8493036,0.91942674,2.3553759455680847,2.4414062e-06,0.829010546207428,0.9098188877105713,0.6801295280456543
178,0.849308,0.91951543,2.3518079221248627,2.4414062e-06,0.8288747072219849,0.9097209572792053,0.6806698441505432
179,0.8491955,0.91937864,2.359302520751953,1.2207031e-06,0.8287851810455322,0.9096731543540955,0.6809422969818115
180,0.8493961,0.91953975,2.354634016752243,1.2207031e-06,0.8287155032157898,0.9096181392669678,0.6812487443288168
181,0.8493168,0.91954803,2.351606398820877,1.2207031e-06,0.8286803960800171,0.9095934629440308,0.6814176638921102
182,0.8494469,0.91960794,2.350129723548889,1.2207031e-06,0.8286076784133911,0.9095607399940491,0.6816018025080363
183,0.8494713,0.9195734,2.348575919866562,1.2207031e-06,0.8285476565361023,0.9095146656036377,0.6818654934565226
184,0.8496273,0.91962415,2.347617655992508,1.2207031e-06,0.8285323977470398,0.9095058441162109,0.6819056669871012
185,0.84944516,0.9195234,2.354229599237442,6.1035155e-07,0.8284866213798523,0.909478485584259,0.6820691029230753
186,0.849148,0.9194115,2.3567580580711365,6.1035155e-07,0.8284123539924622,0.9094358086585999,0.6823124289512634
187,0.849205,0.9194561,2.3527893126010895,6.1035155e-07,0.8283584713935852,0.9094211459159851,0.6824012796084086
188,0.84914476,0.91944486,2.353332430124283,6.1035155e-07,0.8282857537269592,0.9093762040138245,0.6826694210370382
189,0.849744,0.91963565,2.3485390543937683,6.1035155e-07,0.8282404541969299,0.9093513488769531,0.6828151146570841
190,0.8491842,0.91944826,2.357576072216034,6.1035155e-07,0.8281834721565247,0.9093218445777893,0.6829978823661804
191,0.84949815,0.91960496,2.351300358772278,5e-07,0.8281362056732178,0.9093036651611328,0.6831088662147522
192,0.84957445,0.91954124,2.353676736354828,5e-07,0.8280853033065796,0.9092664122581482,0.6833146611849467
193,0.8494984,0.9195566,2.350062221288681,5e-07,0.8280721306800842,0.9092530608177185,0.6833921074867249
194,0.8494762,0.919536,2.356945961713791,5e-07,0.8280685544013977,0.9092534184455872,0.6833957632382711
195,0.84966505,0.91964483,2.348160207271576,5e-07,0.8280121088027954,0.9092170000076294,0.6835996309916178
196,0.8492619,0.9194743,2.353040188550949,5e-07,0.8279800415039062,0.9091944098472595,0.6837253967920939
197,0.84947795,0.9195851,2.3495616614818573,5e-07,0.827972412109375,0.9091987013816833,0.6837098201115926
198,0.8494846,0.9196025,2.3482033610343933,5e-07,0.8279566168785095,0.9091899991035461,0.683761457602183
199,0.849507,0.91959417,2.352322041988373,5e-07,0.8279149532318115,0.9091672301292419,0.6838926076889038
